,Score,AnswerCount,ViewCount,FavoriteCount,CommentCount,Ans_Score,Auth_reputation,Editor_reputation,Words_in_Title,Words_in_Title_Description,Accepted_Ans,Tags_Count,title_tag_ratio,Creation_Days,Last_Edit_Days,Last_Activity_Days,Closed_Days,Category
8294,3,1,1063,0,8,3,5887,5887,7,185,2,5,14.49,1567,1569,1570,2960,0
8295,42,3,129613,12,1,62,1707,751,7,377,6,2,52.94,1974,3734,4411,2553,0
8296,4,1,75,0,9,2,1473,44111,9,110,2,1,19.05,3676,3676,3676,851,0
8297,7,1,4275,2,4,2,1350,561,11,137,2,3,26.09,3273,3273,3341,1254,1
8298,1,3,3113,0,5,3,760,760,4,56,6,2,33.33,1650,1650,2290,2877,1
8299,5,2,1688,1,1,4,10921,203771,13,181,4,5,29.01,3945,3945,4404,582,0
8300,2,1,4226,0,5,3,138,138,5,153,2,3,50.70,2376,2376,2379,2151,1
8301,1,2,24,0,1,1,23,23,10,193,4,5,39.66,4312,4312,4312,215,1
8302,1,1,1217,1,4,3,395,395,7,496,2,5,40.00,2787,2787,2787,1740,1
8303,1,2,737,0,1,-1,1699,27372,4,74,4,3,53.73,2421,2421,2421,2106,0
8304,1,1,809,1,4,2,221,35068,18,271,2,5,31.43,3559,3559,3559,968,0
8305,2,1,5452,1,1,9,85,85,9,237,2,3,42.11,3198,3198,3198,1329,1
8306,1,3,41,0,4,3,105,127217,8,118,6,4,41.38,3591,3591,3591,936,0
8307,1,1,74,2,8,4,25,33181,6,135,2,2,24.62,4002,4002,4002,525,0
8308,4,1,1015,0,4,6,1314,1314,8,106,2,3,40.62,2598,2598,2598,1929,1
8309,1,2,1340,0,6,1,25865,25865,9,180,4,3,40.51,3384,3509,3509,1143,0
8310,1,3,1780,0,1,4,3941,2413,5,104,6,4,29.17,932,932,933,3595,1
8311,2,3,2110,0,1,2,23,331828,10,100,6,5,11.65,458,458,458,4069,0
8312,7,1,19183,3,1,15,539,658158,7,67,2,3,17.86,3330,3330,3840,1197,0
8313,2,1,2077,1,2,3,257,1,13,171,2,4,18.02,3689,4344,3690,838,1
8314,1,1,299,0,17,1,221,221,6,533,2,4,42.25,3664,3664,3664,863,1
8315,15,2,28177,1,5,12,225,225,8,232,4,3,53.85,1594,1594,1594,2933,0
8316,1,2,26,0,1,1,25,10999,4,85,4,2,31.11,4398,4398,4398,129,0
8317,3,1,879,0,2,3,4289,1,9,117,2,3,33.33,3114,3220,3114,1413,1
8318,1,4,65,0,3,4,13,30642,17,185,8,2,25.81,3066,3872,3872,1461,0
8319,2,1,56,0,2,2,87,40968,8,203,2,3,39.02,4306,4306,4306,221,0
8320,7,1,15160,3,3,7,195,195,12,441,2,5,25.00,1983,1987,1987,2544,0
8321,14,6,10711,4,3,1,477,64080,11,285,12,4,42.48,1198,1335,3311,3329,0
8322,4,1,1015,0,5,0,825,825,6,230,2,3,45.16,1259,1260,1478,3268,1
8323,3,2,79,0,3,3,6715,94318,17,63,4,1,15.69,2051,2051,2854,2476,0
8324,21,4,17394,5,1,31,574,574,12,134,8,2,40.48,1266,4013,4349,3261,0
8325,2,3,12336,1,5,3,8655,10191,11,285,6,5,34.41,1548,1548,1548,2979,0
8326,1,1,68,1,2,1,169,169,13,404,2,5,17.60,4426,4426,4426,101,1
8327,1,4,6436,0,5,1,5208,1,5,290,8,4,29.63,2589,4344,3726,1938,0
8328,1,1,584,0,1,3,721,721,5,354,2,3,50.00,2646,2646,2646,1881,1
8329,5,2,2088,1,10,4,2190,57456,10,287,4,5,49.02,2353,2362,2365,2174,0
8330,9,2,133,0,2,12,21842,22946,5,126,4,3,37.04,1682,1682,1682,2845,0
8331,3,1,85,0,4,2,2124,2124,6,823,2,2,24.49,4152,4152,4152,375,1
8332,1,2,34,0,2,1,1053,61993,8,221,4,3,55.00,3784,3784,3784,743,0
8333,4,1,1359,1,3,3,141,170061,8,226,2,4,43.08,3344,3345,3345,1183,0
8334,10,2,353,3,1,2,121882,25865,13,65,4,3,26.67,1778,3682,3682,2749,0
8335,1,3,55,0,2,2,1514,1514,16,106,6,3,28.87,3036,3036,3036,1491,1
8336,7,2,188,2,1,5,695,21691,13,372,4,4,27.83,4240,4245,4245,287,0
8337,24,7,50151,6,3,9,1366,1366,12,155,14,4,39.69,2882,3736,4466,1645,0
8338,11,1,4732,3,16,18,26021,26021,4,120,2,3,25.00,838,838,838,3689,0
8339,2,1,41,0,1,2,469,853099,10,256,2,3,20.45,2516,2516,2516,2011,0
8340,3,3,1287,0,2,6,253,127217,9,165,6,4,49.48,2824,3757,3757,1703,0
8341,8,6,9503,0,1,7,1884,1443,11,147,12,1,18.92,1546,1546,3825,2981,0
8342,1,1,916,1,1,5,49,5030,8,63,2,3,52.78,2775,4255,4255,1752,1
8343,2,4,83,0,1,2,65,976,10,41,8,3,43.48,4142,4142,4142,385,1
8344,17,2,27905,2,1,22,519,519,7,187,4,5,33.68,3508,3508,4367,1019,0
8345,15,3,7701,12,2,17,2702,2702,10,353,6,5,32.52,2172,2173,4466,2355,1
8346,31,5,41087,6,3,22,347,2003,8,89,10,3,27.03,283,2480,3158,4244,0
8347,2,3,947,0,2,0,640,91284,6,122,6,3,60.27,3592,3592,3760,935,0
8348,8,2,2613,2,3,5,615,27346,7,342,4,3,37.14,1800,2138,2908,2727,0
8349,1,1,606,0,1,1,563,563,15,139,2,4,19.51,2488,2488,2488,2039,1
8350,1,2,303,0,2,1,35,103894,11,121,4,4,50.77,3804,3804,3804,723,0
8351,1,1,514,0,4,3,3144,223819,9,122,2,5,28.87,2232,2232,2232,2295,0
8352,1,2,632,0,3,2,77,77,7,250,4,3,40.00,2933,2933,2933,1594,1
8353,6,3,1921,0,2,10,83,83,6,137,6,3,50.00,3906,3906,3906,621,1
8354,1,1,3781,0,2,3,11022,1,8,828,2,3,28.07,1823,3220,1824,2704,0
8355,3,5,166,0,9,3,2561,2561,6,90,10,1,28.57,3090,3090,3091,1437,1
8356,3,2,1569,0,1,1,549,66466,7,213,4,3,31.17,1674,1674,1674,2853,0
8357,4,1,2615,1,5,1,43,33062,7,332,2,3,15.00,2803,2884,2884,1724,0
8358,18,5,70101,8,4,7,343,343,6,216,10,3,37.93,1283,1289,4441,3244,0
8359,14,4,5402,2,2,11,165,269000,10,88,8,5,34.09,2093,2093,2093,2434,0
8360,2,1,620,0,4,1,7700,7700,8,227,2,1,11.94,1732,1732,1732,2795,0
8361,5,3,857,0,2,5,895,1551,5,311,6,4,17.58,3765,3769,3771,762,1
8362,1,1,954,1,7,1,462,462,7,238,2,3,50.63,3641,3641,3641,886,1
8363,4,1,140,0,9,1,107,5488,5,349,2,3,19.35,3596,3596,3596,931,1
8364,2,2,604,3,1,8,73,73,11,183,4,4,37.24,1780,1780,1782,2747,1
8365,1,3,734,0,1,2,41,1,11,105,6,4,40.31,3317,4344,3317,1210,1
8366,3,2,1074,1,1,1,535,535,8,303,4,2,22.95,945,945,1127,3582,1
8367,1,8,4612,1,6,2,911,911,17,238,16,3,23.62,1125,1125,1125,3402,1
8368,1,1,5827,0,6,4,13,13,13,295,2,4,32.00,3751,3751,3751,776,1
8369,2,2,90,0,4,1,23,23,13,54,4,2,16.00,4066,4066,4066,461,1
8370,2,2,215,0,2,1,5615,5615,5,452,4,2,35.29,1732,1732,1732,2795,1
8371,110,5,41639,23,1,118,23847,40144,14,64,10,3,38.46,983,1084,4386,3544,0
8372,1,3,379,0,1,0,13,1,12,126,6,4,26.79,2657,3220,2808,1870,1
8373,3,2,1402,1,4,3,65,65,18,108,4,2,22.61,3218,3218,3218,1309,1
8374,6,4,10356,4,4,3,2004,88040,9,79,8,5,29.03,2864,2865,3517,1663,0
8375,1,2,540,0,1,3,3193,18265,18,220,4,2,20.18,4103,4103,4103,424,0
8376,1,4,89,0,1,1,1227,1227,7,152,8,1,20.00,1960,2026,2026,2567,1
8377,1,4,128,0,3,0,21,12498,9,187,8,4,19.44,1325,1325,1325,3202,0
8378,2,1,2437,1,2,1,111,7190,10,331,2,5,38.10,2935,2935,2936,1592,1
8379,1,1,265,0,6,1,37,37,11,266,2,3,36.19,3879,3884,3887,648,1
8380,1,4,92,0,2,0,57,6142,17,293,8,2,21.05,3718,3718,3731,809,1
8381,5,2,9529,1,2,9,1205,2777,10,172,4,3,50.79,1412,3375,3375,3115,0
8382,1,1,1318,1,6,0,33,170061,9,837,2,5,22.22,3341,3917,3917,1186,0
8383,11,7,551,1,2,3,88413,88413,6,195,14,5,21.33,2827,2827,3349,1700,0
8384,1,2,169,0,1,3,13,36863,13,46,4,5,37.50,3661,3661,3661,866,0
8385,1,3,151,0,6,3,489,243047,10,230,6,3,42.11,3305,3305,3305,1222,0
8386,1,2,64,1,1,4,5847,69913,5,89,4,3,40.74,3022,3022,3022,1505,0
8387,1,2,2584,2,1,3,1121,18269,8,104,4,3,20.59,1714,1714,3289,2813,0
8388,4,2,13571,0,3,8,10136,251775,6,175,4,2,40.74,720,720,720,3807,0
8389,25,2,9416,6,8,10,52977,1,25,631,4,5,18.50,1918,3180,4104,2609,0
8390,33,11,11872,9,5,25,13450,13450,7,80,22,1,16.67,508,508,508,4019,0
8391,1,1,97,0,1,2,68,68,8,303,2,4,33.01,4315,4315,4315,212,1
8392,1,1,1446,1,2,2,5741,3158,8,960,2,2,15.38,3570,4327,4327,957,1
8393,2,1,402,0,2,5,2896,94318,12,154,2,5,39.37,2138,2138,2138,2389,0
8394,1,2,84,1,4,2,875,875,7,388,4,1,25.00,3123,3123,3124,1404,1
8395,3,1,1445,2,3,4,22888,22888,5,287,2,2,36.00,3950,3951,3951,577,0
8396,3,3,728,2,5,2,33,48928,14,379,6,4,41.48,2921,2947,2947,1606,0
8397,1,2,1411,0,4,2,69,69,14,263,4,5,23.08,3904,3905,3905,623,1
8398,2,1,71,0,1,1,67130,67130,7,54,2,3,37.50,2417,2417,2417,2110,0
8399,1,1,689,0,5,1,1140,1140,12,116,2,3,33.33,3917,3917,3919,610,1
8400,4,1,732,0,3,3,93,93,20,638,2,5,22.92,3431,3432,3515,1096,1
8401,2,2,739,0,2,1,23,12334,8,136,4,3,48.10,3860,3860,3860,667,0
8402,5,1,3023,1,4,6,314,88372,4,524,2,5,20.34,3957,3957,3957,570,0
8403,3,2,5920,0,6,6,73,29647,12,133,4,2,28.57,2757,2757,2757,1770,0
8404,34,2,59644,10,1,51,543,46568,5,102,4,2,53.57,2193,3448,3448,2334,0
8405,1,1,589,0,4,0,65,5841,5,49,2,2,44.00,2618,2618,2619,1909,1
8406,4,1,66,1,2,3,43,43,8,245,2,2,30.51,4126,4126,4126,401,1
8407,3,1,336,0,2,2,6950,6950,5,150,2,4,54.79,1736,1736,1736,2791,0
8408,5,1,51,0,12,2,65,65,4,111,2,2,21.05,3925,3925,3925,602,1
8409,1,2,560,0,6,0,384,384,10,327,4,3,44.94,3882,3882,3883,645,1
8410,1,1,42,0,2,2,530,170061,8,64,2,5,33.96,4131,4131,4131,396,0
8411,12,4,6312,2,2,10,4615,30642,7,121,8,4,33.80,809,3762,3762,3718,0
8412,1,2,1808,0,4,0,3196,3196,8,1048,4,5,35.40,913,914,914,3614,1
8413,93,5,100534,18,1,195,1904,5030,6,56,10,4,43.14,1381,3901,3986,3146,0
8414,1,1,74,0,2,1,1074,1027,6,131,2,4,51.35,4202,4202,4202,325,1
8415,1,1,133,0,2,3,27073,27073,3,183,2,3,63.83,1473,1473,1473,3054,0
8416,3,1,756,0,7,3,15405,33052,9,538,2,5,43.10,3143,3143,3143,1384,0
8417,18,3,18622,9,3,11,6967,4193,10,96,6,3,30.59,832,1855,2042,3695,0
8418,1,1,294,1,3,1,27,22355,12,157,2,5,36.70,4070,4070,4070,457,0
8419,1,1,30,0,3,1,13,13,11,142,2,2,28.04,4038,4038,4039,489,1
8420,4,1,3556,0,1,7,587,587,6,216,2,2,48.57,2697,2698,2698,1830,1
8421,3,6,1262,3,4,1,7150,7150,9,107,12,1,24.14,847,849,1649,3680,0
8422,5,2,1429,0,4,3,15159,1,8,199,4,5,46.91,1037,3220,1037,3490,0
8423,1,1,118,0,4,1,119,4274,13,662,2,5,22.52,4278,4300,4300,249,1
8424,2,1,65,0,2,2,128,170061,11,97,2,4,28.32,4186,4186,4186,341,0
8425,1,1,207,0,7,1,2248,1,12,366,2,4,36.36,3395,4344,3395,1132,1
8426,2,1,8760,1,3,4,568,568,10,211,2,2,28.95,2894,2894,2894,1633,0
8427,4,2,444,4,1,8,518,4364,5,98,4,4,30.00,3164,3164,3164,1363,1
8428,11,2,2794,1,2,12,22258,48450,8,111,4,2,40.00,1164,1164,1165,3363,0
8429,1,2,39,0,8,1,31,30642,14,142,4,1,11.76,3444,3519,3519,1083,0
8430,1,3,38,0,1,0,41,41,5,162,6,1,41.03,3402,3402,3402,1125,1
8431,3,1,7101,0,12,4,325,325,8,581,2,4,40.48,2811,2811,2811,1716,0
8432,5,1,331,0,4,5,4978,4978,9,350,2,3,21.28,4246,4252,4258,281,1
8433,1,1,1064,0,4,3,12856,12856,7,303,2,5,58.70,3008,3008,3008,1519,0
8434,1,2,585,2,7,1,33,43338,14,57,4,3,38.20,2766,2766,2766,1761,0
8435,3,6,1697,0,5,3,3813,3813,13,640,12,3,16.67,2111,2111,2111,2416,1
8436,1,1,154,0,2,0,9953,38512,7,110,2,2,25.00,3270,3270,3270,1257,0
8437,3,2,2166,1,1,2,12788,12788,10,229,4,5,37.29,2056,2056,2066,2471,0
8438,1,1,134,2,3,2,845,170061,3,156,2,4,21.43,3601,3982,3982,926,0
8439,57,6,48331,18,5,63,922,922,8,263,12,3,35.71,3579,3579,3682,948,0
8440,8,2,958,0,3,3,249041,249041,10,177,4,5,40.35,3339,3341,3341,1188,0
8441,1,2,56,1,6,1,165,165,11,74,4,3,54.55,4360,4360,4361,167,1
8442,1,3,1280,0,4,3,5133,1,6,192,6,3,40.00,632,3220,632,3895,0
8443,6,1,22954,4,4,5,73,73,12,990,2,4,42.70,2879,2893,3857,1648,0
8444,3,1,1384,1,1,1,93,137335,6,219,2,4,28.57,2887,2887,2887,1640,0
8445,1,2,130,0,4,1,147,38512,7,90,4,4,57.78,3522,3522,3522,1005,0
8446,1,2,52,0,5,1,278,278,8,172,4,1,21.05,3166,3166,3166,1361,1
8447,1,1,66,0,2,4,2066,2066,13,132,2,2,23.26,2219,2219,2219,2308,1
8448,3,2,926,1,5,1,118680,4193,11,259,4,3,21.78,2711,2713,3085,1816,0
8449,4,3,3397,0,1,6,1053,1053,7,24,6,1,29.27,792,792,792,3735,1
8450,1,2,2536,0,6,3,43,43,8,195,4,3,17.20,3429,3452,3452,1098,1
8451,1,3,92,0,7,2,741,34596,7,121,6,2,37.50,3901,3901,3902,626,0
8452,1,1,234,0,1,1,30696,30696,11,115,2,2,48.00,1992,1992,1992,2535,0
8453,2,1,84,0,2,1,333,333,9,184,2,3,30.23,4208,4208,4208,319,1
8454,20,1,7473,7,8,12,3752,3752,21,166,2,5,38.16,3128,3151,3165,1399,1
8455,2,1,1189,0,1,2,57,1410,10,345,2,5,13.86,1490,2881,2881,3037,1
8456,3,5,1145,1,4,3,47,10163,8,104,10,3,27.40,2731,2738,4305,1796,0
8457,2,1,559,1,2,5,33,1,8,823,2,4,30.77,2949,3116,2950,1578,1
8458,1,1,623,0,2,0,71,39597,16,598,2,4,22.22,1232,1233,1233,3295,0
8459,5,3,5173,1,5,5,1711,1711,7,231,6,2,25.53,2942,2942,4375,1585,1
8460,11,1,8510,8,4,19,691,88413,12,148,2,5,41.51,2684,2684,2719,1843,0
8461,1,2,1004,0,4,1,185,185,4,211,4,3,21.05,3924,3924,3924,603,1
8462,10,5,13687,2,3,7,10338,1467,4,93,10,5,42.62,2036,2599,4067,2491,0
8463,8,1,7821,2,1,11,5341,1,8,148,2,3,28.57,1979,3220,1980,2548,0
8464,3,4,885,0,1,0,650,127217,12,226,8,5,41.82,3717,3718,3718,810,0
8465,2,1,298,0,4,2,1350,1350,4,279,2,4,22.22,3254,3254,3259,1273,1
8466,1,1,360,0,3,2,329,92701,14,65,2,3,50.43,2953,2954,2954,1574,0
8467,5,1,639,1,4,4,5011,23609,12,148,2,5,15.52,3627,3635,3635,900,0
8468,4,1,4522,0,1,13,295,398254,6,140,2,4,41.03,1813,2325,2325,2714,0
8469,7,4,22239,3,5,6,10199,77431,5,41,8,2,18.18,1156,1156,2852,3371,0
8470,3,6,699,1,6,3,1320,1320,7,280,12,2,24.56,685,685,686,3842,1
8471,5,2,2030,4,1,5,1045,23781,13,385,4,3,35.71,897,1350,1351,3630,0
8472,4,1,181,1,3,2,1732,1732,10,106,2,4,30.19,3312,3312,3313,1215,1
8473,1,1,1140,0,2,1,923,923,7,238,2,3,29.33,3247,3247,3248,1280,1
8474,1,1,1458,0,8,2,2664,2664,15,69,2,1,15.05,3188,3188,3188,1339,1
8475,1,1,590,1,1,1,6794,6794,7,385,2,3,27.91,2411,2412,2508,2116,0
8476,2,1,102,0,2,1,2561,2561,7,173,2,1,15.62,2976,2976,2976,1533,1
8477,1,1,46,0,2,2,65,16170,8,60,2,3,25.00,4241,4241,4241,286,0
8478,6,7,332,0,1,6,3256,354134,6,74,14,1,15.69,959,1228,1395,3568,0
8479,1,1,228,0,8,0,643,643,9,236,2,3,36.14,3292,3294,3294,1235,1
8480,1,1,42,0,1,0,241,448894,12,113,2,2,15.91,3576,3593,3593,951,0
8481,5,1,9226,2,2,9,171,111009,11,135,2,4,26.67,3325,3325,3325,1202,0
8482,2,1,85,2,1,2,23,23,13,155,2,3,30.30,4344,4344,4345,183,1
8483,1,1,334,0,2,0,3742,3742,12,292,2,3,16.67,1687,1690,1690,2840,1
8484,4,3,8413,3,2,8,2798,33062,12,124,6,4,32.76,2740,2884,4100,1787,0
8485,1,4,346,0,2,2,87,113711,12,109,8,3,32.65,3722,3722,3722,805,0
8486,3,2,359,0,1,2,14426,44379,11,157,4,4,25.26,1138,1138,1138,3389,0
8487,2,3,1766,0,2,3,952,214,7,196,6,4,26.83,1422,1422,1422,3105,1
8488,4,1,121,0,3,4,4252,4252,6,70,2,2,44.07,2744,2744,2744,1783,1
8489,1,2,477,0,3,0,433,433,7,246,4,2,49.18,4314,4314,4314,213,1
8490,2,1,40,0,3,0,41,324,12,70,2,3,35.16,4035,4035,4035,492,1
8491,1,2,115,0,2,2,743,743,8,660,4,4,19.75,3581,3581,3581,946,1
8492,1,1,487,0,1,1,759,22581,16,347,2,4,39.47,4083,4083,4084,444,0
8493,2,2,1082,0,4,2,317,317,12,297,4,3,30.23,3624,3625,3625,903,1
8494,3,1,1698,2,1,4,2845,1,10,152,2,5,31.29,1988,3220,1988,2539,1
8495,1,1,47,0,1,1,79,5652,11,551,2,2,39.56,3429,3429,3429,1098,1
8496,3,1,3578,0,7,2,2400,1245,10,170,2,4,48.35,3748,3748,3748,779,1
8497,2,2,391,0,3,0,33,4036,11,101,4,5,12.17,3977,3992,3992,550,1
8498,1,1,2192,0,3,2,1256,1256,11,503,2,3,22.92,2988,2988,2988,1539,1
8499,2,3,49,0,1,1,55,92701,13,182,6,5,48.60,4483,4483,4483,44,0
8500,12,3,35028,1,4,11,337,1,7,86,6,2,27.27,1852,3220,3725,2675,0
8501,2,1,2016,2,1,2,33,33,4,136,2,5,40.00,2845,2845,2846,1682,1
8502,2,2,44,0,3,1,87,87,6,218,4,4,22.78,4301,4301,4301,226,1
8503,1,2,100,0,1,1,29,29,7,528,4,3,36.36,4350,4350,4352,177,1
8504,4,1,3279,3,6,6,1921,1,12,444,2,3,33.68,1051,4128,4128,3476,1
8505,2,1,323,0,2,0,25,5030,7,134,2,5,27.59,3842,3843,3843,685,1
8506,4,1,2407,1,3,8,9260,4837,13,101,2,3,18.87,658,4225,4225,1990,0
8507,3,1,674,0,1,2,273,273,5,203,2,2,59.57,3075,3079,3079,1452,1
8508,1,1,41,0,4,1,33,5716,7,92,2,5,33.64,4451,4451,4451,76,1
8509,1,1,222,0,3,1,25,105919,9,84,2,4,26.26,1376,1376,1376,3151,0
8510,1,4,79,0,6,1,1930,1930,7,234,8,2,22.58,4222,4222,4223,305,1
8511,1,1,31,0,1,1,73,448894,9,218,2,3,24.39,4347,4347,4347,180,0
8512,1,1,155,0,3,1,933,933,6,212,2,2,29.63,4187,4187,4188,340,1
8513,1,1,50,0,6,0,524,524,20,82,2,1,5.94,3394,3518,3518,1133,1
8514,1,1,290,0,2,1,1895,1895,11,100,2,2,10.00,3977,3977,3977,550,1
8515,221,3,126826,35,3,269,11976,67923,8,53,6,3,53.85,1625,4288,4288,2902,0
8516,1,1,2458,0,2,1,4474,30430,5,92,2,3,47.27,3678,3678,3678,849,0
8517,9,21,54343,4,2,24,285,5030,10,175,42,3,43.90,1279,4281,4298,3248,0
8518,48,2,27342,25,3,63,725,23017,8,165,4,3,14.81,1722,3572,3572,2805,0
8519,1,2,1012,0,3,4,6651,6651,8,286,4,3,17.65,2121,2121,2121,2406,0
8520,2,2,1941,0,2,0,811,1,5,425,4,3,28.12,1720,3220,1720,2807,1
8521,3,3,1241,0,2,3,1567,1567,9,246,6,1,17.86,4108,4108,4108,419,1
8522,1,1,231,0,2,1,147,170061,10,259,2,5,26.80,3969,3969,3969,558,0
8523,4,1,2516,0,2,4,1700,1,3,74,2,3,43.48,2575,3220,2575,1952,1
8524,2,3,1020,3,1,2,1343,46038,12,115,6,4,31.07,3827,3827,3827,700,0
8525,2,2,9548,0,1,0,171,37,6,318,4,2,49.18,3510,3510,3510,1017,0
8526,1,1,59,0,4,1,9111,9111,7,322,2,2,18.18,2463,2463,2463,2064,0
8527,4,6,450,1,2,0,3908,1,17,277,12,3,23.30,2703,3220,2704,1824,1
8528,3,3,130,0,8,1,352,67923,4,169,6,1,23.53,3501,3501,3501,1026,0
8529,3,4,1444,0,1,2,245,10429,10,52,8,4,33.33,2898,2899,2899,1629,0
8530,1,2,2969,0,2,2,390,390,7,106,4,5,14.81,2293,2293,2293,2234,1
8531,8,1,1470,1,1,6,1258,1,5,187,2,3,22.58,2960,3220,3920,1567,1
8532,1,1,82,0,4,1,377,377,9,233,2,2,33.33,3819,3820,3820,708,1
8533,24,4,32305,4,12,38,6272,6272,7,125,8,4,51.22,1358,1358,4405,3169,0
8534,1,2,1801,0,3,1,233,233,5,191,4,5,45.95,1684,1684,1684,2843,1
8535,2,1,369,3,1,0,165,89835,10,136,2,2,32.79,1520,1520,1520,3007,0
8536,2,2,4845,1,8,3,43,53188,13,77,4,4,44.26,3461,3461,3461,1066,0
8537,1,1,44,0,1,2,215,3629,7,45,2,3,30.77,3710,3710,3710,817,1
8538,1,5,744,1,3,1,29,63203,11,131,10,1,22.95,3994,3994,3997,533,0
8539,1,1,96,0,1,2,105,121747,16,152,2,3,32.26,3052,3052,3052,1475,0
8540,2,1,39,0,4,0,20038,20038,8,153,2,2,12.99,3054,3054,3055,1473,0
8541,1,1,75,0,8,1,23,23,11,105,2,4,15.38,4412,4412,4412,115,1
8542,3,4,226,1,1,4,33,2298,5,110,8,2,40.00,2432,2432,2432,2095,1
8543,1,1,324,1,2,0,37,37,5,459,2,5,17.07,2453,2453,2453,2074,1
8544,1,4,308,1,3,1,2055,2055,6,438,8,2,39.34,4175,4175,4175,352,1
8545,1,1,555,0,1,7,5025,5025,12,125,2,3,21.57,1877,1877,1877,2650,0
8546,4,2,1823,0,3,6,680,680,16,173,4,4,31.11,3705,3705,3705,822,1
8547,1,2,25,0,1,1,629,629,7,206,4,3,43.48,4261,4261,4261,266,1
8548,2,3,159,1,2,0,163,163,13,2665,6,4,30.09,4226,4228,4229,301,1
8549,1,2,543,0,14,4,761,761,4,113,4,3,58.06,2485,2485,2485,2042,1
8550,2,2,316,0,3,1,3767,3767,10,188,4,3,52.73,2131,2131,2133,2396,1
8551,40,6,41653,27,1,44,2643,9144,12,218,12,3,37.29,498,3327,4459,4029,0
8552,3,2,3406,0,1,3,33,10724,11,84,4,4,33.03,1282,1282,1282,3245,0
8553,1,2,2090,1,1,2,43,1,10,90,4,5,27.07,3111,3220,3111,1416,1
8554,8,2,11184,0,2,4,153,1,5,163,4,3,14.29,2811,3220,3267,1716,0
8555,1,1,1272,0,9,2,85,92701,11,125,2,5,48.00,3361,3361,3361,1166,0
8556,2,1,1185,0,4,3,1104,1104,5,187,2,5,29.46,2807,2807,2809,1720,1
8557,1,2,63,0,3,3,399,287185,3,199,4,2,42.42,2438,2438,2438,2089,0
8558,8,2,2487,3,2,15,5566,5566,7,62,4,4,25.64,2027,2027,3388,2500,0
8559,5,4,7954,1,1,3,359,10592,4,61,8,4,31.58,1140,3567,3567,3387,0
8560,8,2,15696,4,3,6,46569,46569,11,205,4,2,21.88,1460,2590,2590,3067,0
8561,4,1,2427,0,1,2,368,658158,9,72,2,3,24.66,3768,3769,3769,759,0
8562,4,2,254,0,6,3,1841,1,10,78,4,2,38.96,1411,3220,1411,3116,1
8563,1,2,50,0,1,0,25,25,13,295,4,5,40.74,4305,4305,4305,222,1
8564,3,5,280,0,4,3,1305,1305,14,125,10,3,38.30,4034,4375,4375,493,1
8565,3,2,296,0,1,4,8788,44292,14,384,4,3,31.48,1548,2368,2368,2979,0
8566,1,3,401,0,3,3,35,853099,3,102,6,3,33.33,2127,2127,3538,2400,0
8567,1,2,712,0,9,1,135,18449,9,202,4,1,31.03,3166,3166,3167,1361,0
8568,1,2,48,0,2,1,15,92701,13,129,4,4,36.36,4214,4214,4214,313,0
8569,15,3,17772,12,1,30,307,5338,12,183,6,5,41.82,1105,1313,3307,3422,0
8570,22,3,32571,13,3,24,4339,4339,11,171,6,2,21.43,1088,1088,1869,3439,0
8571,3,2,770,1,1,0,5236,5236,12,284,4,5,13.24,2619,2619,3387,1908,1
8572,2,2,767,0,3,1,5764,5764,14,290,4,5,24.19,1632,1640,1640,2895,0
8573,8,2,14521,5,2,16,83,1,5,191,4,4,57.14,3075,3220,3748,1452,0
8574,4,2,706,0,2,1,237,5392,6,720,4,5,44.94,2873,2888,2888,1654,1
8575,1,1,60,0,5,1,65,65,10,277,2,3,20.22,4472,4472,4472,55,1
8576,1,3,461,0,4,1,546,546,13,185,6,1,10.00,3682,3682,3682,845,1
8577,4,1,2210,0,3,7,1494,1494,5,98,2,3,37.50,2806,2806,2807,1721,1
8578,2,3,47,0,1,1,55,40996,17,45,6,2,12.84,4343,4343,4343,184,0
8579,19,2,10306,8,6,3,323,9028,10,160,4,5,14.58,3086,3089,3161,1441,0
8580,1,2,327,0,2,1,2784,2784,10,179,4,5,25.00,4395,4395,4395,132,1
8581,1,1,67,0,5,6,6610,3916,4,76,2,2,19.61,910,1757,1757,3617,0
8582,1,2,1375,1,1,3,4364,2133,12,291,4,3,24.44,3056,3057,3057,1471,1
8583,2,2,39,0,5,2,105,693,16,290,4,4,38.94,4364,4364,4364,163,1
8584,1,4,2220,0,2,5,1092,1944,7,250,8,4,17.58,2975,2975,2975,1552,1
8585,26,1,28728,4,2,47,2213,2213,11,668,2,4,30.77,2074,2074,2074,2453,0
8586,1,1,85,0,3,0,85,2711,8,211,2,3,33.33,3415,3415,3417,1112,1
8587,1,2,1316,0,1,2,215,12374,16,196,4,3,21.36,3445,3446,4475,1082,0
8588,2,1,243,0,5,1,1161,11416,17,112,2,5,16.13,4139,4142,4142,388,0
8589,3,1,1880,1,3,7,739,860,9,19,2,3,26.83,3894,3894,3894,633,1
8590,1,1,490,0,2,4,1342,1342,8,30,2,4,54.55,1285,1285,3091,3242,1
8591,5,4,6271,1,1,5,12379,3628,5,193,8,3,32.73,837,2083,2083,3690,0
8592,1,2,190,0,2,0,345,24247,6,94,4,3,27.91,1905,1905,2659,2622,0
8593,3,2,1727,1,4,2,1189,1189,6,146,4,3,63.16,2328,2328,2328,2199,1
